Constituency_Number,Constituency_Name,Total_Electors,Total_Votes_Polled,Position,Candidate_Name,Votes,Vote_Percentage,Party
188,Phulwari,347816,205876,7,Laxmi Kumari,2163,1.1,Independent
188,Phulwari,347816,205876,8,Amarendra Kumar,2112,1.0,Sanyukt Kisan Vikas Party
188,Phulwari,347816,205876,9,Satyendra Paswan,1767,0.9,Jan Adhikar Party (Loktantrik)
188,Phulwari,347816,205876,10,Shriraj Paswan,1733,0.8,Prabal Bharat Party
188,Phulwari,347816,205876,11,Ravi Kumar,1679,0.8,The Plurals Party
188,Phulwari,347816,205876,12,Surendra Paswan,1585,0.8,Nationalist Congress Party
188,Phulwari,347816,205876,13,Pratima Kumari (Santosh Kumar),1144,0.6,Independent
188,Phulwari,347816,205876,14,Dhuri Das,1104,0.5,Peoples Party Of India (Democratic)
188,Phulwari,347816,205876,15,Kumar Jainendra Prasad,1081,0.5,Bahujan Nyay Dal
188,Phulwari,347816,205876,16,Shankar Kumar,998,0.5,Independent
188,Phulwari,347816,205876,17,Kailash Paswan,968,0.5,Rashtriya Jagriti Party
188,Phulwari,347816,205876,18,Rameshwar Paswan,950,0.5,Rashtriya Jansambhavna Party
188,Phulwari,347816,205876,19,Bachchu Paswan,949,0.5,Bahujan Mukti Party
188,Phulwari,347816,205876,20,Moti Ram,909,0.4,Ambedkar National Congress
188,Phulwari,347816,205876,21,Manohar Prakash Chaudhary,866,0.4,Independent
188,Phulwari,347816,205876,22,Pratima Kumari (Sanjay Paswan),730,0.4,Independent
188,Phulwari,347816,205876,23,Radhe Raman,661,0.3,Bhartiya Dalit Party
188,Phulwari,347816,205876,24,Satyam Kumar Rajak,532,0.3,Bharatiya Aam Awam Party
188,Phulwari,347816,205876,25,Amar Paswan,506,0.3,Independent
188,Phulwari,347816,205876,26,Arjun Paswan,381,0.2,Independent
189,Masaurhi,327705,192987,1,Rekha Devi,98696,51.1,Rashtriya Janata Dal
189,Masaurhi,327705,192987,2,Nutan Paswan,66469,34.4,Janata Dal (United)
189,Masaurhi,327705,192987,3,Parshuram Kumar,9682,5.0,Lok Jan Shakti Party
189,Masaurhi,327705,192987,4,Raj Kumar Ram,5412,2.8,Bahujan Samaj Party
189,Masaurhi,327705,192987,5,Sarita Paswan,3016,1.6,Bhartiya Sablog Party
189,Masaurhi,327705,192987,6,Sikandar Paswan,2185,1.1,Independent
189,Masaurhi,327705,192987,7,Ramji Ravidas,1857,1.0,Independent
189,Masaurhi,327705,192987,8,Jitendra Kumar,1347,0.7,Nationalist Congress Party
189,Masaurhi,327705,192987,9,Anil Das,1281,0.7,Bhartiya Dalit Party
189,Masaurhi,327705,192987,10,Anil Kumar,1100,0.6,Independent
189,Masaurhi,327705,192987,11,Vimal Chandra Das,806,0.4,Peoples Party Of India (Democratic)
189,Masaurhi,327705,192987,12,Naresh Manjhi,576,0.3,Bahujan Mukti Party
189,Masaurhi,327705,192987,13,Ramashish Paswan,560,0.3,Loktantrik Samajwadi Party
190,Paliganj,276168,153415,1,Sandeep Saurav,67917,44.3,Communist Party Of India (Marxist-Leninist) (Liberation)
190,Paliganj,276168,153415,2,Jay Vardhan Yadav @ Bachcha Yadav,37002,24.1,Janata Dal (United)
190,Paliganj,276168,153415,3,Dr. Usha Vidyarthi,16102,10.5,Lok Jan Shakti Party
190,Paliganj,276168,153415,4,Madhu Manjari,5467,3.6,Rashtriya Lok Samta Party
190,Paliganj,276168,153415,5,Sunil Kumar,5261,3.4,Independent
190,Paliganj,276168,153415,6,Gopal Chaudhari,4444,2.9,Independent
190,Paliganj,276168,153415,7,Dinanath Pandit,1767,1.2,Lokpriya Samaj Party
190,Paliganj,276168,153415,8,Dhananjay Kumar,1543,1.0,Independent
190,Paliganj,276168,153415,9,Ravish Kumar,1497,1.0,Bhartiya Sablog Party
190,Paliganj,276168,153415,10,Sant Kumar Singh,1443,0.9,Shoshit Samaj Dal
190,Paliganj,276168,153415,11,Jitendra Bind,1274,0.8,Independent
190,Paliganj,276168,153415,12,Hare Krisna Singh,1177,0.8,Independent
190,Paliganj,276168,153415,13,Anita Devi,1086,0.7,Independent
190,Paliganj,276168,153415,14,Fujalur Rahaman Asari,1084,0.7,Jan Adhikar Party (Loktantrik)
190,Paliganj,276168,153415,15,Rakesh Ranjan,886,0.6,Independent
190,Paliganj,276168,153415,16,Nitu Devi,794,0.5,Nation First Democratic Party
190,Paliganj,276168,153415,17,Basant Kumar,747,0.5,Independent
190,Paliganj,276168,153415,18,Srinivas Kumar,733,0.5,Independent
190,Paliganj,276168,153415,19,Rajgir Prasad,663,0.4,Lok Sewa Dal
190,Paliganj,276168,153415,20,Sanjeet Kumar,622,0.4,Independent
190,Paliganj,276168,153415,21,Venkatesh Sharma,419,0.3,Independent
190,Paliganj,276168,153415,22,Manish Kumar,407,0.3,Shiv Sena
190,Paliganj,276168,153415,23,Ravindra Prasad,371,0.2,Peoples Party Of India (Democratic)
190,Paliganj,276168,153415,24,Mahesh Yadav,364,0.2,Independent
190,Paliganj,276168,153415,25,Manoj Kumar Upadhyay,345,0.2,Bharatiya Aam Awam Party
191,Bikram,302952,178826,1,Siddharth Saurav,86177,48.2,Indian National Congress
191,Bikram,302952,178826,2,Anil Kumar,50717,28.4,Independent
191,Bikram,302952,178826,3,Atul Kumar,14439,8.1,Bharatiya Janta Party
191,Bikram,302952,178826,4,Nagendra Kumar,11223,6.3,Independent
191,Bikram,302952,178826,5,Arun Kumar,3363,1.9,Bahujan Samaj Party
191,Bikram,302952,178826,6,Dr. Mamtamayi Priyadarshini,3068,1.7,Independent
191,Bikram,302952,178826,7,Surendra Yadav,2152,1.2,Independent
191,Bikram,302952,178826,8,Chandrashekhar Yadav,2027,1.1,Jan Adhikar Party
191,Bikram,302952,178826,9,Sunil Kumar,1186,0.7,Janata Party
191,Bikram,302952,178826,10,Manoj Kumar,1170,0.7,Independent
191,Bikram,302952,178826,11,Punam Devi,802,0.5,Satya Bahumat Party
191,Bikram,302952,178826,12,Vikash Kumar,711,0.4,Rashtriya Jan Jan Party
191,Bikram,302952,178826,13,Arvind Kumar,632,0.4,Independent
191,Bikram,302952,178826,14,Vishwnath Prasad,593,0.3,Janta Dal Rashtravadi
191,Bikram,302952,178826,15,Dilip Kumar,566,0.3,Independent
192,Sandesh,279821,151006,1,Kiran Devi,79599,52.7,Rashtriya Janata Dal
192,Sandesh,279821,151006,2,Vijayendra Yadav,28992,19.2,Janata Dal (United)
192,Sandesh,279821,151006,3,Shweta Singh,28500,18.9,Lok Jan Shakti Party
192,Sandesh,279821,151006,4,Shiv Shankar Prasad,3351,2.2,Rashtriya Lok Samta Party
192,Sandesh,279821,151006,5,Baban Kumar,2603,1.7,Jan Adhikar Party (Loktantrik)
192,Sandesh,279821,151006,6,Krishna Paswan,1720,1.1,Bhartiya Kranti Vir Party
192,Sandesh,279821,151006,7,Santosh Kumar Singh,1660,1.1,Rashtriya Jan Jan Party
192,Sandesh,279821,151006,8,Manmohan Singh,1516,1.0,Rashtrawadi Janlok Party (Satya)
192,Sandesh,279821,151006,9,Akhileshwar Nath Tiwari,1230,0.8,Jan Sangh Party
192,Sandesh,279821,151006,10,Ramdeo Singh,1054,0.7,Independent
192,Sandesh,279821,151006,11,Kamal Kumar Singh,781,0.5,Voters Party International
193,Barhara,300394,162303,1,Raghvendra Pratap Singh,76182,46.9,Bharatiya Janta Party
193,Barhara,300394,162303,2,Saroj Yadav,71209,43.9,Rashtriya Janata Dal
193,Barhara,300394,162303,3,Asha Devi,7203,4.4,Independent
193,Barhara,300394,162303,4,Manjee Kumar Shah,2635,1.6,Independent
193,Barhara,300394,162303,5,Raghupati Yadav,1353,0.8,Jan Adhikar Party (Loktantrik)
193,Barhara,300394,162303,6,Siyamati Rai,1248,0.8,Rashtriya Lok Samta Party
193,Barhara,300394,162303,7,Gupteshwar Dubey,739,0.5,Independent
193,Barhara,300394,162303,8,Nimesh Shukla,638,0.4,Janmat Party
193,Barhara,300394,162303,9,Mohd Kalam Khan,560,0.4,Independent
193,Barhara,300394,162303,10,Ramtahal Choudhary,536,0.3,Log Jan Party - Secular
194,Arrah,322386,156521,1,Amrendra Pratap Singh,71781,45.9,Bharatiya Janta Party
194,Arrah,322386,156521,2,Quyamuddin Ansari,68779,43.9,Communist Party Of India (Marxist-Leninist) (Liberation)
194,Arrah,322386,156521,3,Hakim Prasad,4360,2.8,Independent
194,Arrah,322386,156521,4,Sheodas Singh,2991,1.9,Independent
194,Arrah,322386,156521,5,Brajesh Kumar Singh,1221,0.8,Jan Adhikar Party (Loktantrik)
194,Arrah,322386,156521,6,Praveen Kumar Singh,1160,0.7,Rashtriya Lok Samta Party
194,Arrah,322386,156521,7,Gorakh Ram,1125,0.7,Voters Party International
194,Arrah,322386,156521,8,Dilip Kumar Singh,1003,0.6,Rashtrawadi Janlok Party (Satya)
194,Arrah,322386,156521,9,Anil Kumar Singh,716,0.5,Janata Party
194,Arrah,322386,156521,10,Shabana,698,0.5,Independent
194,Arrah,322386,156521,11,Kajal Kumari,631,0.4,Akhand Bhartiya Yuva Party
194,Arrah,322386,156521,12,Chandra Bhanu Gupta,631,0.4,Independent
194,Arrah,322386,156521,13,Sanjay Shekhar Shukla,609,0.4,Independent
194,Arrah,322386,156521,14,Shobhnath Yadav,457,0.3,Independent
194,Arrah,322386,156521,15,Kumar Ashutosh,359,0.2,Independent
195,Agiaon,259645,136829,1,Manoj Manzil,86327,63.1,Communist Party Of India (Marxist-Leninist) (Liberation)
195,Agiaon,259645,136829,2,Prabhunath Prasad,37777,27.6,Janata Dal (United)
195,Agiaon,259645,136829,3,Rajeshwar Paswan,4972,3.6,Lok Jan Shakti Party
195,Agiaon,259645,136829,4,Manuram Rathaur,1765,1.3,Rashtriya Lok Samta Party
195,Agiaon,259645,136829,5,Indu Devi,1601,1.2,Bhartiya Party (Loktantrik)
195,Agiaon,259645,136829,6,Suraj Bhan,1403,1.0,Shoshit Samaj Dal
195,Agiaon,259645,136829,7,Rajmuni Devi,882,0.6,Independent
195,Agiaon,259645,136829,8,Upendra Kumar,764,0.6,Independent
195,Agiaon,259645,136829,9,Amar Jyoti,750,0.6,Independent
195,Agiaon,259645,136829,10,Ashok Ram,588,0.4,Jai Maha Bharath Party
196,Tarari,293735,167307,1,Sudama Prasad S/o Ganga Dayal Sah,73945,44.2,Communist Party Of India (Marxist-Leninist) (Liberation)
196,Tarari,293735,167307,2,Narendra Kumar Pandey @ Sunil Pandey,62930,37.6,Independent
196,Tarari,293735,167307,3,Kaushal Kumar Vidyarthi,13833,8.3,Bharatiya Janta Party
196,Tarari,293735,167307,4,Anil Kumar,6177,3.7,Jantantrik Vikas Party
196,Tarari,293735,167307,5,Santosh Singh Chandrawanshi,2278,1.4,Rashtriya Lok Samta Party
196,Tarari,293735,167307,6,Kumari Sanchana,2196,1.3,Independent
196,Tarari,293735,167307,7,Sudama Prasad S/o Ramji Seth,1591,1.0,Independent
196,Tarari,293735,167307,8,Dinesh Mouar,1284,0.8,Voters Party International
196,Tarari,293735,167307,9,Suryajeet Kumar Singh,1171,0.7,Nationalist Congress Party
196,Tarari,293735,167307,10,Sanjay Rai,1136,0.7,Jan Adhikar Party (Loktantrik)
196,Tarari,293735,167307,11,Prakash Kumar,766,0.5,Shoshit Samaj Dal
197,Jagdishpur,295347,167118,1,Ram Vishun Singh,66632,39.9,Rashtriya Janata Dal
197,Jagdishpur,295347,167118,2,Sribhagwan Singh Kushwaha,44525,26.6,Lok Jan Shakti Party
197,Jagdishpur,295347,167118,3,Shushumlata,29362,17.6,Janata Dal (United)
197,Jagdishpur,295347,167118,4,Anil Kumar Singh,7249,4.3,Independent
197,Jagdishpur,295347,167118,5,Dr. Shyam Nandan,3317,2.0,Bahujan Samaj Party
197,Jagdishpur,295347,167118,6,Dinesh Kumar Singh,3131,1.9,Jan Adhikar Party (Loktantrik)
197,Jagdishpur,295347,167118,7,Binod Kumar,2529,1.5,Independent
197,Jagdishpur,295347,167118,8,Haribansh Pandit,2277,1.4,Independent
197,Jagdishpur,295347,167118,9,Sachchidanand Singh,1960,1.2,Janata Party
197,Jagdishpur,295347,167118,10,Narendra Pratap Singh,1414,0.9,Independent
197,Jagdishpur,295347,167118,11,Amarjeet Kumar,910,0.5,Jai Prakash Janata Dal
197,Jagdishpur,295347,167118,12,Rana Pratap Singh,761,0.5,Bhartiya Sablog Party
197,Jagdishpur,295347,167118,13,Hira Lal Singh,752,0.5,Independent
197,Jagdishpur,295347,167118,14,Mohammad Sagir Ahmad,702,0.4,Jantantrik Lokhit Party
197,Jagdishpur,295347,167118,15,Narayan Singh,548,0.3,Voters Party International
197,Jagdishpur,295347,167118,16,Rajeshwar Singh,473,0.3,Proutist Sarva Samaj
197,Jagdishpur,295347,167118,17,Gopal Jee Singh,298,0.2,Janata Dal (Secular)
197,Jagdishpur,295347,167118,18,Jitendra Kumar,278,0.2,Satya Bahumat Party
198,Shahpur,303835,155550,1,Rahul Tiwary,64393,41.4,Rashtriya Janata Dal
198,Shahpur,303835,155550,2,Shobha Devi,41510,26.7,Independent
198,Shahpur,303835,155550,3,Munni Devi,21355,13.7,Bharatiya Janta Party
198,Shahpur,303835,155550,4,Gangadhar Pandey,3836,2.5,Independent
198,Shahpur,303835,155550,5,Harendra Singh,3571,2.3,Rashtriya Jan Jan Party
198,Shahpur,303835,155550,6,Bhuteshwar Yadav,2876,1.9,Independent
198,Shahpur,303835,155550,7,Ved Prkash,2689,1.7,Rashtriya Lok Samta Party
198,Shahpur,303835,155550,8,Santosh Kumar Srivastav,2522,1.6,Janata Party
198,Shahpur,303835,155550,9,Kumar Avinash Chandra,2060,1.3,Independent
198,Shahpur,303835,155550,10,Krishna Ram,2004,1.3,Independent
198,Shahpur,303835,155550,11,Gudiya Devi,1338,0.9,Nationalist Congress Party
198,Shahpur,303835,155550,12,Rakesh Kumar Mishra,1326,0.9,Jan Adhikar Party (Loktantrik)
198,Shahpur,303835,155550,13,Khyalee Kuwor,1198,0.8,Independent
198,Shahpur,303835,155550,14,Kalika Prasad Singh,734,0.5,Independent
198,Shahpur,303835,155550,15,Lakshman Kumar Ojha,634,0.4,Bhartiya Rashtriya Dal
198,Shahpur,303835,155550,16,Sanjeev Kumar Pandey,596,0.4,Independent
198,Shahpur,303835,155550,17,Munna Sharma,507,0.3,Moulik Adhikar Party
198,Shahpur,303835,155550,18,Gouttam Ojha,473,0.3,Independent
198,Shahpur,303835,155550,19,Nanhak Singh,456,0.3,Bahujan Mukti Party
198,Shahpur,303835,155550,20,Manoj Yadav,440,0.3,Independent
198,Shahpur,303835,155550,21,Mannan Saha,387,0.3,Independent
198,Shahpur,303835,155550,22,Yash Tripathi,328,0.2,Rashtra Sewa Dal
198,Shahpur,303835,155550,23,Shambhu Prasad Sharma,317,0.2,Hindustan Vikas Dal
199,Brahampur,331004,183103,1,Shambhu Nath Yadav,90176,49.3,Rashtriya Janata Dal
199,Brahampur,331004,183103,2,Hulas Pandey,39035,21.3,Lok Jan Shakti Party
199,Brahampur,331004,183103,3,Jairaj Chaudhary,30482,16.7,Vikassheel Insaan Party
199,Brahampur,331004,183103,4,Jata Dhari @ Jata Dhari Paswan,5484,3.0,Bahujan Samaj Party
199,Brahampur,331004,183103,5,Bharat Sharma @ Bharat Sharma Vyas,3379,1.9,Independent
199,Brahampur,331004,183103,6,Parma Nand Yadav,3182,1.7,Jan Adhikar Party (Loktantrik)
199,Brahampur,331004,183103,7,Manish Bhushan Ojha,2863,1.6,Independent
199,Brahampur,331004,183103,8,Nilesh Kumar Rahul,2497,1.4,Independent
199,Brahampur,331004,183103,9,Anil Rai @ Bhaiya Jee,1859,1.0,Rashtriya Dal United
199,Brahampur,331004,183103,10,Ramesh Kumar,1197,0.7,Vanchit Samaj Party
199,Brahampur,331004,183103,11,Niranjan Kumar Singh,925,0.5,Independent
199,Brahampur,331004,183103,12,Tej Narayan Tiwari,866,0.5,Independent
199,Brahampur,331004,183103,13,Kamalkant Singh,693,0.4,Jagrook Janta Party
199,Brahampur,331004,183103,14,Ranjan Kumar Tiwary,465,0.3,Rashtrawadi Jansangh
200,Buxar,284910,159710,1,Sanjay Kr. Tiwari @ Munna Tiwari,59417,37.2,Indian National Congress
200,Buxar,284910,159710,2,Parshuram Chaubey,55525,34.8,Bharatiya Janta Party
200,Buxar,284910,159710,3,Nirmal Kumar Singh,30489,19.1,Rashtriya Lok Samta Party
200,Buxar,284910,159710,4,Aakash Kumar Singh,5794,3.6,Independent
200,Buxar,284910,159710,5,Ravi Raj,1461,0.9,Independent
200,Buxar,284910,159710,6,Raja Ram Singh,1384,0.9,Independent
200,Buxar,284910,159710,7,Gobardhn Misara,1141,0.7,Independent
200,Buxar,284910,159710,8,Sudhakar Mishra,1054,0.7,Independent
200,Buxar,284910,159710,9,Ashwini Kumar Rai,796,0.5,Hindu Samaj Party
200,Buxar,284910,159710,10,Ram Nath Thakur,733,0.5,Bhartiya Sablog Party
200,Buxar,284910,159710,11,Arun Kumar Ojha,723,0.5,Independent
200,Buxar,284910,159710,12,Bheem Prasad,464,0.3,Independent
200,Buxar,284910,159710,13,Kamal Narayan Yadav,406,0.3,Independent
200,Buxar,284910,159710,14,Sanjay Kumar Chaubey,323,0.2,Rashtriya Jan Jan Party
201,Dumraon,311146,173099,1,Ajit Kumar Singh,71320,41.2,Communist Party Of India (Marxist-Leninist) (Liberation)
201,Dumraon,311146,173099,2,Anjum Ara,46905,27.1,Janata Dal (United)
201,Dumraon,311146,173099,3,Arvind Pratap Shahi @ Banti Shahi,11517,6.7,Rashtriya Lok Samta Party
201,Dumraon,311146,173099,4,Shivang Vijay Singh,9390,5.4,Independent
201,Dumraon,311146,173099,5,Dadan Yadav,9166,5.3,Independent
201,Dumraon,311146,173099,6,Akhilesh Kumar Singh,6474,3.7,Lok Jan Shakti Party
201,Dumraon,311146,173099,7,Sunil Kumar @ Pappu Yadav,4265,2.5,Independent
201,Dumraon,311146,173099,8,Mohammad Afzal Ansari,2961,1.7,Independent
201,Dumraon,311146,173099,9,Shree Kant Singh,1858,1.1,Jan Adhikar Party (Loktantrik)
201,Dumraon,311146,173099,10,Santosh Kumar Choubey,1763,1.0,Independent
201,Dumraon,311146,173099,11,Vikash Singh,1628,0.9,Rashtriya Jaihind Party
201,Dumraon,311146,173099,12,Manoranjan Kumar Paswan,1300,0.8,Independent
201,Dumraon,311146,173099,13,Rajaram Chaudhari,1277,0.7,Independent
201,Dumraon,311146,173099,14,Ravi Shankar Rai,1073,0.6,Independent
201,Dumraon,311146,173099,15,Vinay Raut,913,0.5,Bhartiya Party (Loktantrik)
201,Dumraon,311146,173099,16,Priyesh Kumar,467,0.3,Independent
201,Dumraon,311146,173099,17,Ganga Prasad,415,0.2,Independent
201,Dumraon,311146,173099,18,Anshu Kumari,407,0.2,Independent
202,Rajpur,315718,181775,1,Vishwanath Ram,67871,37.3,Indian National Congress
202,Rajpur,315718,181775,2,Santosh Kumar Nirala,46667,25.7,Janata Dal (United)
202,Rajpur,315718,181775,3,Sanjay Ram,43836,24.1,Bahujan Samaj Party
202,Rajpur,315718,181775,4,Nirbhaya Kumar Nirala,7449,4.1,Lok Jan Shakti Party
202,Rajpur,315718,181775,5,Ajad Paswan,4276,2.4,Independent
202,Rajpur,315718,181775,6,Chhedi Lal Ram,2365,1.3,Independent
202,Rajpur,315718,181775,7,Neelkamal Prasad,1873,1.0,Independent
202,Rajpur,315718,181775,8,Nikunj Kumar Aryan,1481,0.8,Independent
202,Rajpur,315718,181775,9,Hare Ram Prasad,1441,0.8,Bhartiya Sablog Party
202,Rajpur,315718,181775,10,Ashok Kumar Ram,1327,0.7,Bahujan Mukti Party
202,Rajpur,315718,181775,11,Savinay Kumar,969,0.5,Bharatiya Aam Awam Party
202,Rajpur,315718,181775,12,Suraj Prakash Ram,885,0.5,Sanyukt Kisan Vikas Party
202,Rajpur,315718,181775,13,Ashok Paswan,748,0.4,Rashtriya Jaihind Party
202,Rajpur,315718,181775,14,Mohan Ram Rajak,587,0.3,Peoples Party Of India (Democratic)
203,Ramgarh,268308,177247,1,Sudhakar Singh,58083,32.8,Rashtriya Janata Dal
203,Ramgarh,268308,177247,2,Ambika Singh,57894,32.7,Bahujan Samaj Party
203,Ramgarh,268308,177247,3,Ashok Kumar Singh,56084,31.6,Bharatiya Janta Party
203,Ramgarh,268308,177247,4,Sanjay Kumar Singh,1171,0.7,Independent
203,Ramgarh,268308,177247,5,Ram Bachan Ram,907,0.5,Nationalist Congress Party
203,Ramgarh,268308,177247,6,Shankar Dayal Anand,864,0.5,Independent
203,Ramgarh,268308,177247,7,Deepak Upadhyay,584,0.3,Bhartiya Sablog Party
203,Ramgarh,268308,177247,8,Indresh Bahadur Singh,510,0.3,Independent
203,Ramgarh,268308,177247,9,Shahil Kumar,395,0.2,Independent
203,Ramgarh,268308,177247,10,Ram Sudhakar Tiwary,381,0.2,Independent
203,Ramgarh,268308,177247,11,Md. Iliyas Ansari,192,0.1,Independent
203,Ramgarh,268308,177247,12,Ram Bachan Singh,182,0.1,Independent
204,Mohania,258805,157965,1,Sangita Kumari,61235,38.8,Rashtriya Janata Dal
204,Mohania,258805,157965,2,Niranjan Ram,49181,31.1,Bharatiya Janta Party
204,Mohania,258805,157965,3,Suman Devi,39855,25.2,Rashtriya Lok Samta Party
204,Mohania,258805,157965,4,Indrajit Ram,1603,1.0,Rashtrawadi Janlok Party (Satya)
204,Mohania,258805,157965,5,Mukesh Kumar Raj,1225,0.8,Independent
204,Mohania,258805,157965,6,Brajesh Kumar,1020,0.7,Independent
204,Mohania,258805,157965,7,Sonu Kumari,864,0.6,Independent
204,Mohania,258805,157965,8,Rajesh Kumar Ram,771,0.5,Nationalist Congress Party
204,Mohania,258805,157965,9,Anil Kumar,743,0.5,Akhil Bhartiya Apna Dal
204,Mohania,258805,157965,10,Bechan Ram,499,0.3,Independent
204,Mohania,258805,157965,11,Dulesh Ram,382,0.2,Independent
204,Mohania,258805,157965,12,Ashwini Kumar,299,0.2,Independent
204,Mohania,258805,157965,13,Dadan Ram,288,0.2,Swaraj Party (Loktantrik)
205,Bhabua,262167,170863,1,Bharat Bind,57561,33.7,Rashtriya Janata Dal
205,Bhabua,262167,170863,2,Rinki Rani Pandey,47516,27.8,Bharatiya Janta Party
205,Bhabua,262167,170863,3,Birendra Kumar Singh,37014,21.7,Rashtriya Lok Samta Party
205,Bhabua,262167,170863,4,Doctor Pramod Kumar Singh,20639,12.1,Independent
205,Bhabua,262167,170863,5,Styendra Kumar Dubey,1390,0.8,Independent
205,Bhabua,262167,170863,6,Ramchandr Singh Yadav,1173,0.7,Jan Adhikar Party (Loktantrik)
205,Bhabua,262167,170863,7,Narendra Pratap Singh,1133,0.7,Independent
205,Bhabua,262167,170863,8,Diwaker Choubey,1096,0.6,Rashtrawadi Janlok Party (Satya)
205,Bhabua,262167,170863,9,Chthu Gond,724,0.4,Ambedkarite Party Of India
205,Bhabua,262167,170863,10,Ujjwal Kumar Chaubay,719,0.4,Independent
205,Bhabua,262167,170863,11,Krishnakant Tiwari,669,0.4,Independent
205,Bhabua,262167,170863,12,Sanjay Kumar Sinha,640,0.4,Nationalist Congress Party
205,Bhabua,262167,170863,13,Poonam Singh Urf Dr. Poonam Kushwaha,314,0.2,Bahujan Mukti Party
205,Bhabua,262167,170863,14,Mukhtar Ansari,275,0.2,Peace Party
206,Chainpur,303576,205371,1,Mohd. Zama Khan,95245,46.4,Bahujan Samaj Party
206,Chainpur,303576,205371,2,Brij Kishor Bind,70951,34.6,Bharatiya Janta Party
206,Chainpur,303576,205371,3,Niraj Pandey,13119,6.4,Independent
206,Chainpur,303576,205371,4,Prakash Kumar Singh,5414,2.6,Indian National Congress
206,Chainpur,303576,205371,5,Majanu Gond,4191,2.0,Independent
206,Chainpur,303576,205371,6,Diwan Arshad Husain Khan,2274,1.1,Independent
206,Chainpur,303576,205371,7,Prahalad Bind,2025,1.0,Independent
206,Chainpur,303576,205371,8,Ram Raj Sharma,1875,0.9,Log Jan Party - Secular
206,Chainpur,303576,205371,9,Madan Ram,1565,0.8,Independent
206,Chainpur,303576,205371,10,Renu Devi,1458,0.7,Hindu Samaj Party
206,Chainpur,303576,205371,11,Deendayal Singh Kushwaha,1241,0.6,Bhartiya Lokmat Rashtrwadi Party
206,Chainpur,303576,205371,12,Shiv Shankar Singh,1127,0.6,Rashtra Sewa Dal
206,Chainpur,303576,205371,13,Rajput Dharmendra Singh,961,0.5,Rashtrawadi Janlok Party (Satya)
206,Chainpur,303576,205371,14,Prabhu Singh,924,0.5,Rashtriya Swatantra Party
206,Chainpur,303576,205371,15,Rituraj Patel,847,0.4,Independent
206,Chainpur,303576,205371,16,Vishwanath Bind,811,0.4,Independent
206,Chainpur,303576,205371,17,Pushpa Devi,514,0.3,Sapaks Party
206,Chainpur,303576,205371,18,Ramlal Singh,485,0.2,Independent
206,Chainpur,303576,205371,19,Sahnawaj Ansari,344,0.2,Peace Party
207,Chenari,294986,170373,1,Murari Prasad Gautam,71701,42.1,Indian National Congress
207,Chenari,294986,170373,2,Lalan Paswan,53698,31.5,Janata Dal (United)
207,Chenari,294986,170373,3,Chandra Shekhar Paswan,18074,10.6,Lok Jan Shakti Party
207,Chenari,294986,170373,4,Shyam Bihari Ram,12864,7.6,Bahujan Samaj Party
207,Chenari,294986,170373,5,Manish Kumar Rajak,3068,1.8,Independent
207,Chenari,294986,170373,6,Ram Adhar Paswan,2549,1.5,Independent
207,Chenari,294986,170373,7,Sanjay Kumar,1337,0.8,Ambedkarite Party Of India
207,Chenari,294986,170373,8,Dharm Dev Ram,1312,0.8,Independent
207,Chenari,294986,170373,9,Baby Devi,1235,0.7,Independent
207,Chenari,294986,170373,10,Ramekbal Ram,948,0.6,Independent
207,Chenari,294986,170373,11,Bhajuram,827,0.5,Nationalist Congress Party
207,Chenari,294986,170373,12,Harendra Kumar,802,0.5,Azad Samaj Party
207,Chenari,294986,170373,13,Ganesh Paswan,692,0.4,Rashtra Sewa Dal
207,Chenari,294986,170373,14,Pramod Kumar,667,0.4,Independent
207,Chenari,294986,170373,15,Pachmuna Devi,599,0.4,Bahujan Mukti Party
208,Sasaram,339218,177900,1,Rajesh Kumar Gupta,83303,46.8,Rashtriya Janata Dal
208,Sasaram,339218,177900,2,Ashok Kumar,56880,32.0,Janata Dal (United)
208,Sasaram,339218,177900,3,Rameshwar Prasad,21426,12.0,Lok Jan Shakti Party
208,Sasaram,339218,177900,4,Muneshwar Gupta,2463,1.4,Independent
208,Sasaram,339218,177900,5,Deen Dayal Singh,2178,1.2,Independent
208,Sasaram,339218,177900,6,Satyanand Kumar,1691,1.0,Independent
208,Sasaram,339218,177900,7,Amla Tripathi,1476,0.8,Independent
208,Sasaram,339218,177900,8,Uday Amar Singh,1415,0.8,Independent
208,Sasaram,339218,177900,9,Ashutosh Singh,1095,0.6,Nationalist Congress Party
208,Sasaram,339218,177900,10,Rajiv Ranjan Tutul,868,0.5,Bhartiya Sablog Party
208,Sasaram,339218,177900,11,Ajay Kumar Singh,700,0.4,Sanyukt Vikas Party
208,Sasaram,339218,177900,12,Yamuna Choudhary,634,0.4,All India Minorities Front
208,Sasaram,339218,177900,13,Satyendra Kumar Satya,616,0.4,Independent
208,Sasaram,339218,177900,14,Badal Kumar,575,0.3,Bahujan Mukti Party
208,Sasaram,339218,177900,15,Ram Sagar Dwivedy,490,0.3,Independent
208,Sasaram,339218,177900,16,Lakshmi Devi,460,0.3,Proutist Sarva Samaj
208,Sasaram,339218,177900,17,Urmila Kuer,430,0.2,Independent
208,Sasaram,339218,177900,18,Jagtendu Kumar,411,0.2,Rashtra Sewa Dal
208,Sasaram,339218,177900,19,Arvind Singh,408,0.2,Rashtriya Samanta Dal
