Constituency_Number,Constituency_Name,Total_Electors,Total_Votes_Polled,Position,Candidate_Name,Votes,Vote_Percentage,Party
92,Sakra,254137,162730,8,Geeta Kumari,1920,1.2,Bahujan Samaj Party
92,Sakra,254137,162730,9,Dr. Abhay Kumar,1835,1.1,Nationalist Congress Party
92,Sakra,254137,162730,10,Shashi Prabha Kumari,1196,0.7,Janshakti Vikas Party (Democratic)
92,Sakra,254137,162730,11,Randhir Kumar Ram,1067,0.7,Bajjikanchal Vikas Party
93,Kurhani,281473,194116,1,Anil Kumar Sahni,78549,40.5,Rashtriya Janata Dal
93,Kurhani,281473,194116,2,Kedar Prasad Gupta,77837,40.1,Bharatiya Janta Party
93,Kurhani,281473,194116,3,Ram Babu Singh,10041,5.2,Rashtriya Lok Samta Party
93,Kurhani,281473,194116,4,Sanjay Kumar,4802,2.5,Independent
93,Kurhani,281473,194116,5,Harindra Choudhary,4355,2.2,Bajjikanchal Vikas Party
93,Kurhani,281473,194116,6,Sukhdeo Prasad,3636,1.9,Voters Party International
93,Kurhani,281473,194116,7,Deepak Kumar Chanchal,3154,1.6,Independent
93,Kurhani,281473,194116,8,Mukesh Kumar Sharma,2785,1.4,Jan Adhikar Party (Loktantrik)
93,Kurhani,281473,194116,9,Ashok Kumar Gupta,2425,1.3,Independent
93,Kurhani,281473,194116,10,Salvi Saloni,1699,0.9,The Plurals Party
93,Kurhani,281473,194116,11,Alok Kumar Sinh,784,0.4,Janta Dal Rashtravadi
93,Kurhani,281473,194116,12,Kali Kant Jha,767,0.4,Socialist Unity Centre Of India (COMMUNIST)
93,Kurhani,281473,194116,13,Laxmi Devi,689,0.4,Rashtriya Jansambhavna Party
93,Kurhani,281473,194116,14,Virendra Kumar,638,0.3,Loktantrik Janta Dal
93,Kurhani,281473,194116,15,Jitesh Kumar,513,0.3,Rashtriya Jan Jan Party
93,Kurhani,281473,194116,16,Renu Devi,501,0.3,Prabal Bharat Party
93,Kurhani,281473,194116,17,Manish Kumar,336,0.2,Apna Kisan Party
93,Kurhani,281473,194116,18,Rupchandra Kumar,336,0.2,Bhartiya Party (Loktantrik)
93,Kurhani,281473,194116,19,Balram Kumar,269,0.1,Jawan Kisan Morcha
94,Muzaffarpur,311244,168766,1,Bijendra Chaudhary,81871,48.5,Indian National Congress
94,Muzaffarpur,311244,168766,2,Suresh Kumar Sharma,75545,44.8,Bharatiya Janta Party
94,Muzaffarpur,311244,168766,3,Pallavi Sinha,3522,2.1,The Plurals Party
94,Muzaffarpur,311244,168766,4,Ravi Atal,1552,0.9,Jan Adhikar Party (Loktantrik)
94,Muzaffarpur,311244,168766,5,Ram Babu Sah,1552,0.9,Jantantrik Vikas Party
94,Muzaffarpur,311244,168766,6,Shiva Bihari Singhania,570,0.3,Bharat Nirman Party
94,Muzaffarpur,311244,168766,7,Ajay Kumar (S/O RAGHUNATH OJHA),513,0.3,Bajjikanchal Vikas Party
94,Muzaffarpur,311244,168766,8,Vibhuti Priyam,506,0.3,Nationalist Congress Party
94,Muzaffarpur,311244,168766,9,Manoj Kumar,346,0.2,Janta Dal Rashtravadi
94,Muzaffarpur,311244,168766,10,Suresh Kumar Gupta,246,0.2,Independent
94,Muzaffarpur,311244,168766,11,Dharvindra Kumar,229,0.1,Republican Party Of India (A)
94,Muzaffarpur,311244,168766,12,Ramdhani Mahato,207,0.1,Bahujan Mukti Party
94,Muzaffarpur,311244,168766,13,Dhanavati Devi,202,0.1,Lok Chetna Dal
94,Muzaffarpur,311244,168766,14,Kumareshwar Sahay,196,0.1,Vanchit Bahujan Aaghadi
94,Muzaffarpur,311244,168766,15,Rajeshwar Prasad,180,0.1,Independent
94,Muzaffarpur,311244,168766,16,Kumar Harsh,173,0.1,Janmat Party
94,Muzaffarpur,311244,168766,17,Md. Amin,138,0.1,Bhartiya Party (Loktantrik)
94,Muzaffarpur,311244,168766,18,Pappu Kumar,138,0.1,Independent
94,Muzaffarpur,311244,168766,19,Praveen Jeet Pushkar,138,0.1,Independent
94,Muzaffarpur,311244,168766,20,Kumari Jaya Prabha,136,0.1,Bharatiya Jan Kranti Dal (Democratic)
94,Muzaffarpur,311244,168766,21,Sanjay Kumar,136,0.1,Samajwadi Janata Dal Democratic
94,Muzaffarpur,311244,168766,22,Naqui Ahmad,135,0.1,Independent
94,Muzaffarpur,311244,168766,23,Avinash Kumar,123,0.1,Loktantrik Janta Dal
94,Muzaffarpur,311244,168766,24,Arvind Kumar Chaudhary,107,0.1,Socialist Unity Centre Of India (COMMUNIST)
94,Muzaffarpur,311244,168766,25,Kundan Kumar,102,0.1,Bhartiya Sanyukt Kisan Party
94,Muzaffarpur,311244,168766,26,Deva Nand Singh,74,0.0,Independent
94,Muzaffarpur,311244,168766,27,Amroop Kumar,68,0.0,Independent
94,Muzaffarpur,311244,168766,28,Ajay Kumar (S/O NARAYAN SINGH),61,0.0,Independent
95,Kanti,290922,194455,1,Mohammad Israil Mansuri,64458,33.2,Rashtriya Janata Dal
95,Kanti,290922,194455,2,Ajit Kumar,54144,27.8,Independent
95,Kanti,290922,194455,3,Mohammad Jamal,25891,13.3,Janata Dal (United)
95,Kanti,290922,194455,4,Bijay Prasad Singh,18093,9.3,Lok Jan Shakti Party
95,Kanti,290922,194455,5,Neera Devi,9885,5.1,Independent
95,Kanti,290922,194455,6,Sunil Kumar,2744,1.4,Janshakti Vikas Party (Democratic)
95,Kanti,290922,194455,7,Krishna Devi,2188,1.1,Jai Maha Bharath Party
95,Kanti,290922,194455,8,Lal Babu Roy,2057,1.1,Socialist Unity Centre Of India (COMMUNIST)
95,Kanti,290922,194455,9,Anay Kumar,1975,1.0,Rashtriya Jan Jan Party
95,Kanti,290922,194455,10,Vimal Kumar,1626,0.8,Independent
95,Kanti,290922,194455,11,Sudisthnath Thakur,1509,0.8,Bajjikanchal Vikas Party
95,Kanti,290922,194455,12,Gagandev Kumar Chauhan,1390,0.7,Bihar Lok Nirman Dal
95,Kanti,290922,194455,13,Rajendra Kumar,1302,0.7,Bahujan Samaj Party
95,Kanti,290922,194455,14,Mala Sinha,1273,0.7,The Plurals Party
95,Kanti,290922,194455,15,Anand Kumar Jha,1023,0.5,Lok Chetna Dal
95,Kanti,290922,194455,16,Anshu Kumar,980,0.5,Rashtra Sewa Dal
95,Kanti,290922,194455,17,Ajit Kumar,966,0.5,Gareeb Jankranti Party
95,Kanti,290922,194455,18,Binay Kumar Bipin,923,0.5,Independent
95,Kanti,290922,194455,19,Gautam Kumar,554,0.3,Independent
95,Kanti,290922,194455,20,Mahamad Jafaruddin,542,0.3,Hindustan Sampoorna Azad Party
95,Kanti,290922,194455,21,Ashmin Khatoon,482,0.3,Bhartiya Lokmat Rashtrwadi Party
95,Kanti,290922,194455,22,Arun Prasad,450,0.2,Rashtriya Jansambhavna Party
96,Baruraj,268867,171516,1,Arun Kumar Singh,87407,51.0,Bharatiya Janta Party
96,Baruraj,268867,171516,2,Nand Kumar Rai,43753,25.5,Rashtriya Janata Dal
96,Baruraj,268867,171516,3,Hiralal Khadia,22650,13.2,Bahujan Samaj Party
96,Baruraj,268867,171516,4,Rakesh Kumar,7304,4.3,Independent
96,Baruraj,268867,171516,5,Sanjay Kumar Paswan,3877,2.3,Independent
96,Baruraj,268867,171516,6,Bhuneshwar Rai,1575,0.9,Independent
96,Baruraj,268867,171516,7,Mazharul Haque,1575,0.9,Independent
96,Baruraj,268867,171516,8,Mohammad Anzar,714,0.4,Independent
96,Baruraj,268867,171516,9,Ranjan Kumar,668,0.4,Vanchit Bahujan Aaghadi
96,Baruraj,268867,171516,10,Abhay Kumar,583,0.3,Bajjikanchal Vikas Party
96,Baruraj,268867,171516,11,Santosh Kumar,378,0.2,Hindustan Sampoorna Azad Party
96,Baruraj,268867,171516,12,Vikki Ram,355,0.2,All India Majlis-E-Inquilab-E-Millat
96,Baruraj,268867,171516,13,Dilip Kumar,344,0.2,The Plurals Party
96,Baruraj,268867,171516,14,Vidhalal Sahni,333,0.2,Lok Chetna Dal
97,Paroo,295176,187466,1,Ashok Kumar Singh,77392,41.3,Bharatiya Janta Party
97,Paroo,295176,187466,2,Shankar Prasad,62694,33.4,Independent
97,Paroo,295176,187466,3,Anunay Sinha,13861,7.4,Indian National Congress
97,Paroo,295176,187466,4,Madan Chaudhary,7281,3.9,Rashtriya Lok Samta Party
97,Paroo,295176,187466,5,Deepak Tiwari,6010,3.2,Rashtriya Jansambhavna Party
97,Paroo,295176,187466,6,Mithu Kumar,3558,1.9,Independent
97,Paroo,295176,187466,7,Sakindar Ram,2901,1.6,Ambedkarite Party Of India
97,Paroo,295176,187466,8,Vijay Thakur,2224,1.2,Independent
97,Paroo,295176,187466,9,Rajesh Rai,2191,1.2,Independent
97,Paroo,295176,187466,10,Prakash Kumar,1749,0.9,Rashtriya Jan Jan Party
97,Paroo,295176,187466,11,Rameshwar Sah Teli,1499,0.8,Independent
97,Paroo,295176,187466,12,Vinod Kumar,1349,0.7,Sarva Samaj Janata Party
97,Paroo,295176,187466,13,Nanhak Sah,945,0.5,Socialist Unity Centre Of India (COMMUNIST)
97,Paroo,295176,187466,14,Ajay Paswan,816,0.4,Peoples Party Of India (Democratic)
97,Paroo,295176,187466,15,Sanjeet Kumar,803,0.4,Rashtriya Jan Vikas Party
97,Paroo,295176,187466,16,Ranu Nilam Shankar,760,0.4,Jan Adhikar Party (Loktantrik)
97,Paroo,295176,187466,17,Vijay Kumar,707,0.4,Bhartiya Sablog Party
97,Paroo,295176,187466,18,Monalisa,434,0.2,The Plurals Party
97,Paroo,295176,187466,19,Rakesh Kumar,292,0.2,Hindustan Sampoorna Azad Party
98,Sahebganj,292595,182396,1,Raju Kumar Singh,81203,44.5,Vikassheel Insaan Party
98,Sahebganj,292595,182396,2,Ramvichar Rai,65870,36.1,Rashtriya Janata Dal
98,Sahebganj,292595,182396,3,Krishna Kumar Singh,5382,3.0,Lok Jan Shakti Party
98,Sahebganj,292595,182396,4,Md. Moqeem,4055,2.2,All India Majlis-E-Ittehadul Muslimeen
98,Sahebganj,292595,182396,5,Sudhir Kumar,3886,2.1,Rashtra Sewa Dal
98,Sahebganj,292595,182396,6,Pramod Kumar,2851,1.6,Rashtriya Jan Jan Party
98,Sahebganj,292595,182396,7,Umesh Kumar,2659,1.5,Rashtriya Jan Vikas Party
98,Sahebganj,292595,182396,8,Bharat Prasad,2419,1.3,Independent
98,Sahebganj,292595,182396,9,Rajesh Kumar,2031,1.1,Hindu Samaj Party
98,Sahebganj,292595,182396,10,Shiv Kumar Rai,1789,1.0,Independent
98,Sahebganj,292595,182396,11,Yadav Lal Patel,1716,0.9,Socialist Unity Centre Of India (COMMUNIST)
98,Sahebganj,292595,182396,12,Dr. Meera Kaumudi,1599,0.9,The Plurals Party
98,Sahebganj,292595,182396,13,Md. Sakim,1427,0.8,Maanavvaadi Janta Party
98,Sahebganj,292595,182396,14,Devesh Chandra,967,0.5,Samajwadi Janata Dal Democratic
98,Sahebganj,292595,182396,15,Dr. Mohammad Nabi Hassan,928,0.5,All India Minorities Front
98,Sahebganj,292595,182396,16,Pankaj Kumar,825,0.5,All India Forward Bloc
98,Sahebganj,292595,182396,17,Veena Kumari,818,0.5,Akhand Bharat Janpriya Party
98,Sahebganj,292595,182396,18,Suresh Sahani,757,0.4,Independent
98,Sahebganj,292595,182396,19,Raju Kumar,679,0.4,Independent
98,Sahebganj,292595,182396,20,Sunil Kumar Singh,535,0.3,Independent
99,Baikunthpur,301011,179099,1,Prem Shankar Prasad,67807,37.9,Rashtriya Janata Dal
99,Baikunthpur,301011,179099,2,Mithilesh Tiwari,56694,31.7,Bharatiya Janta Party
99,Baikunthpur,301011,179099,3,Manjit Kr Singh,43354,24.2,Independent
99,Baikunthpur,301011,179099,4,Rajendra Prasad,2010,1.1,Independent
99,Baikunthpur,301011,179099,5,Madan Ray,1637,0.9,Independent
99,Baikunthpur,301011,179099,6,Bandana Singh,1171,0.7,Nationalist Congress Party
99,Baikunthpur,301011,179099,7,Suresh Kumar Singh,1078,0.6,Independent
99,Baikunthpur,301011,179099,8,Atul Kr. Gautam,1073,0.6,The Plurals Party
99,Baikunthpur,301011,179099,9,Uttam Kumar Chauhan,943,0.5,Janvadi Party(Socialist)
99,Baikunthpur,301011,179099,10,Manoj Kumar Ranjan,942,0.5,Independent
99,Baikunthpur,301011,179099,11,Ranjeet Singh,833,0.5,Independent
99,Baikunthpur,301011,179099,12,Mohan Mahto,789,0.4,Independent
99,Baikunthpur,301011,179099,13,Bhairaw Singh,768,0.4,Jan Sangharsh Virat Party
100,Barauli,281456,175390,1,Rampravesh Rai,81956,46.7,Bharatiya Janta Party
100,Barauli,281456,175390,2,Reyazul Haque Urf Raju,67801,38.7,Rashtriya Janata Dal
100,Barauli,281456,175390,3,Rudal Mahato,5037,2.9,Independent
100,Barauli,281456,175390,4,Ramesh Kumar Prasad,4927,2.8,Independent
100,Barauli,281456,175390,5,Shah Alam,4856,2.8,Bahujan Samaj Party
100,Barauli,281456,175390,6,Wasim Akram,1920,1.1,Independent
100,Barauli,281456,175390,7,Chit Lal Sah,1790,1.0,Independent
100,Barauli,281456,175390,8,Abhishek Ranjan,1332,0.8,Independent
100,Barauli,281456,175390,9,Ramesh Kumar Gupta,1268,0.7,Independent
100,Barauli,281456,175390,10,Sunil Kumar Yadaw,1056,0.6,Independent
100,Barauli,281456,175390,11,Sachin Kumar Singh,753,0.4,Nationalist Congress Party
100,Barauli,281456,175390,12,Poonam Prasad,610,0.4,Janata Party
100,Barauli,281456,175390,13,Ajam Tara,512,0.3,Independent
100,Barauli,281456,175390,14,Firoj Ali,489,0.3,Independent
100,Barauli,281456,175390,15,Manju Kumari,363,0.2,Bharatiya Bahujan Congress
100,Barauli,281456,175390,16,Satyendra Kumar Patel,321,0.2,Jantantrik Lokhit Party
100,Barauli,281456,175390,17,Md. Samsad,244,0.1,Rashtriya Jan Jan Party
100,Barauli,281456,175390,18,Pramendra Kumar Yadav,155,0.1,Subhashwadi Bhartiya Samajwadi Party (Subhas Party)
101,Gopalganj,313495,177834,1,Subash Singh,77791,43.7,Bharatiya Janta Party
101,Gopalganj,313495,177834,2,Anirudh Prasad Alias Sadhu Yadav,41039,23.1,Bahujan Samaj Party
101,Gopalganj,313495,177834,3,Asif Ghafoor,36460,20.5,Indian National Congress
101,Gopalganj,313495,177834,4,Abdul Salam,2450,1.4,Jan Sangharsh Dal
101,Gopalganj,313495,177834,5,Lalan Prasad Bind,2418,1.4,Independent
101,Gopalganj,313495,177834,6,Waqar Ahmad,2277,1.3,Independent
101,Gopalganj,313495,177834,7,Vivek Kumar Chaubey,2165,1.2,The Plurals Party
101,Gopalganj,313495,177834,8,Sanjay Choubey,2015,1.1,Independent
101,Gopalganj,313495,177834,9,Rajeev Kumar,1360,0.8,Independent
101,Gopalganj,313495,177834,10,Sanjay Kumar Prasad,1234,0.7,Independent
101,Gopalganj,313495,177834,11,Binay Kumar,1173,0.7,All India Forward Bloc
101,Gopalganj,313495,177834,12,Shambhu Singh,1143,0.6,Independent
101,Gopalganj,313495,177834,13,Sikandar Ajam,1131,0.6,Nationalist Congress Party
101,Gopalganj,313495,177834,14,Md. Hayatullah,849,0.5,Bhartiya Insan Party
101,Gopalganj,313495,177834,15,Sheoji Prasad,809,0.5,Independent
101,Gopalganj,313495,177834,16,Raju Kumar Yadav,727,0.4,Janata Party
101,Gopalganj,313495,177834,17,Pramod Kumar,571,0.3,Gondvana Gantantra Party
101,Gopalganj,313495,177834,18,Motilal Prasad,545,0.3,Apna Kisan Party
101,Gopalganj,313495,177834,19,Mithilesh Kumar Gupta,531,0.3,Jan Adhikar Party (Loktantrik)
101,Gopalganj,313495,177834,20,Sunita Sharma,436,0.3,Independent
101,Gopalganj,313495,177834,21,Imteyaz Alam,378,0.2,Rashtriya Republican Party
101,Gopalganj,313495,177834,22,Chandan Singh,332,0.2,Hindu Samaj Party
102,Kuchaikote,312227,172874,1,Amrendra Kumar Pandey,74359,43.0,Janata Dal (United)
102,Kuchaikote,312227,172874,2,Kali Prasad Pandey,53729,31.1,Indian National Congress
102,Kuchaikote,312227,172874,3,Sunita Devi,33533,19.4,Rashtriya Lok Samta Party
102,Kuchaikote,312227,172874,4,Hari Narayan Singh,2687,1.6,Independent
102,Kuchaikote,312227,172874,5,Ravi Pandey,2226,1.3,Lok Jan Shakti Party
102,Kuchaikote,312227,172874,6,Sudhanshu Kumar Pandey,1681,1.0,Independent
102,Kuchaikote,312227,172874,7,Sunil Kumar Jaysawal,1154,0.7,Independent
102,Kuchaikote,312227,172874,8,Esuv Anwar,826,0.5,Bhartiya Jan Nayak Party
102,Kuchaikote,312227,172874,9,Sadman Ali,811,0.5,Independent
102,Kuchaikote,312227,172874,10,Vishwakarma Sharma,654,0.4,Apna Kisan Party
102,Kuchaikote,312227,172874,11,Ajeet Kumar Chaubey,531,0.3,Independent
102,Kuchaikote,312227,172874,12,Mojahid Raja,347,0.2,Bahujan Mukti Party
102,Kuchaikote,312227,172874,13,Vinay Rai,336,0.2,Hindu Samaj Party
103,Bhorey,332251,174851,1,Sunil Kumar,74067,42.4,Janata Dal (United)
103,Bhorey,332251,174851,2,Jitendra Paswan,73605,42.1,Communist Party Of India (Marxist-Leninist) (Liberation)
103,Bhorey,332251,174851,3,Pushpa Devi,4520,2.6,Lok Jan Shakti Party
103,Bhorey,332251,174851,4,Manoj Kumar Baitha,4328,2.5,Jan Adhikar Party (Loktantrik)
103,Bhorey,332251,174851,5,Ajay Kumar Bharti,3686,2.1,Bhartiya Jan Nayak Party
103,Bhorey,332251,174851,6,Dularchand Ram,3569,2.0,Independent
103,Bhorey,332251,174851,7,Bishal Kumar Bharti,3352,1.9,The Plurals Party
103,Bhorey,332251,174851,8,Rinki Devi,3308,1.9,Jan Sangharsh Dal
103,Bhorey,332251,174851,9,Jitendra Ram,1790,1.0,Independent
103,Bhorey,332251,174851,10,Jitendra Kumar Ram,1317,0.8,Bahujan Mukti Party
103,Bhorey,332251,174851,11,Vinod Baitha,1309,0.8,Shiv Sena
104,Hathua,291681,169534,1,Rajesh Kumar Singh,86731,51.2,Rashtriya Janata Dal
104,Hathua,291681,169534,2,Ramsewak Singh,56204,33.2,Janata Dal (United)
104,Hathua,291681,169534,3,Ram Darshan Prasad,9894,5.8,Lok Jan Shakti Party
104,Hathua,291681,169534,4,Shreeram Bhagat,4135,2.4,Independent
104,Hathua,291681,169534,5,Surendra Ram S/o Kanhaiya Ram,3392,2.0,Bahujan Samaj Party
104,Hathua,291681,169534,6,Surendra Gupta,2343,1.4,Independent
104,Hathua,291681,169534,7,Dr Shashi Bhushan Rai,1803,1.1,Independent
104,Hathua,291681,169534,8,Maksudan Prasad Singh,1103,0.7,Independent
104,Hathua,291681,169534,9,Raj Kumar Srivastav,851,0.5,Independent
104,Hathua,291681,169534,10,Sabib Alam,749,0.4,Nationalist Congress Party
104,Hathua,291681,169534,11,Surendra Ram S/o Late Chanderdeo Ram,678,0.4,Bhartiya Rashtriya Dal
104,Hathua,291681,169534,12,Mohammad` Mustafa,511,0.3,Bahujan Mukti Party
104,Hathua,291681,169534,13,Abhinandan Pathak,472,0.3,Vanchit Samaj Party
104,Hathua,291681,169534,14,Kashinath Singh,363,0.2,Janata Party
104,Hathua,291681,169534,15,Indrajit Gupt Jyotishkar,305,0.2,Rashtriya Jan-Jagran Morcha
105,Siwan,302187,168103,1,Awadh Bihari Chaudhary,76785,45.7,Rashtriya Janata Dal
105,Siwan,302187,168103,2,Om Prakash Yadav,74812,44.5,Bharatiya Janta Party
105,Siwan,302187,168103,3,Vinod Kumar Srivastava,2582,1.5,Independent
105,Siwan,302187,168103,4,Rajan Kumar,2346,1.4,Independent
105,Siwan,302187,168103,5,Abdul Rizwan Ansari,2338,1.4,Rashtriya Lok Samta Party
105,Siwan,302187,168103,6,Vyasdeo Prasad,1871,1.1,Independent
105,Siwan,302187,168103,7,Nematullah Khan,1582,0.9,Independent
105,Siwan,302187,168103,8,Rameshwar Kumar,1552,0.9,The Plurals Party
105,Siwan,302187,168103,9,Devendra Gupta,1436,0.9,Independent
105,Siwan,302187,168103,10,Anil Kumar Verma,898,0.5,Rashtriya Manav Sewa Party
105,Siwan,302187,168103,11,Aquil Ahmad Rahi,791,0.5,Nationalist Congress Party
105,Siwan,302187,168103,12,Mohammad Mithu Sah,652,0.4,Independent
105,Siwan,302187,168103,13,Kaushal Kishore Yadav,230,0.1,Independent
105,Siwan,302187,168103,14,Abhishek Srivastva Alias Sonu,228,0.1,Independent
106,Ziradei,270736,139606,1,Amarjeet Kushwaha,69442,49.7,Communist Party Of India (Marxist-Leninist) (Liberation)
106,Ziradei,270736,139606,2,Kamala Singh,43932,31.5,Janata Dal (United)
106,Ziradei,270736,139606,3,Binod Tiwari,7155,5.1,Lok Jan Shakti Party
106,Ziradei,270736,139606,4,Ugam Pathak,4943,3.5,Independent
106,Ziradei,270736,139606,5,Shri Niwas Yadav,4816,3.5,Independent
106,Ziradei,270736,139606,6,Kumar Santosh,2499,1.8,Independent
106,Ziradei,270736,139606,7,Mahatma Singh,1738,1.2,Janata Party
106,Ziradei,270736,139606,8,Rakesh Kumar Pandey,1347,1.0,Independent
106,Ziradei,270736,139606,9,Achchhelal Kumar God,1032,0.7,Swatantra Samaj Party
106,Ziradei,270736,139606,10,Rahul Dravid,1016,0.7,Bahujan Samaj Party
106,Ziradei,270736,139606,11,Dhanu Prasad,891,0.6,Independent
106,Ziradei,270736,139606,12,Markandey Kumar Upadhyay Alias Bullet Baba,795,0.6,The Plurals Party
107,Darauli,308675,155676,1,Satyadeo Ram,81067,52.1,Communist Party Of India (Marxist-Leninist) (Liberation)
107,Darauli,308675,155676,2,Ramayan Manjhi,68948,44.3,Bharatiya Janta Party
107,Darauli,308675,155676,3,Sheo Kumar Manjhi,3140,2.0,Independent
107,Darauli,308675,155676,4,Kumar Shashi Ranjan,2521,1.6,The Plurals Party
108,Raghunathpur,292410,154185,1,Harishankar Yadav,67757,44.0,Rashtriya Janata Dal
108,Raghunathpur,292410,154185,2,Manoj Kumar Singh,49792,32.3,Lok Jan Shakti Party
108,Raghunathpur,292410,154185,3,Rajeshwar Chauhan,26162,17.0,Janata Dal (United)
108,Raghunathpur,292410,154185,4,Vinay Kumar Pandey,5295,3.4,Bahujan Samaj Party
108,Raghunathpur,292410,154185,5,Mohamad Kaif Samsir,5179,3.4,Social Democratic Party Of India
109,Daraundha,313947,157705,1,Karnjeet Singh Alias Vyas Singh,71934,45.6,Bharatiya Janta Party
109,Daraundha,313947,157705,2,Amarnath Yadav,60614,38.4,Communist Party Of India (Marxist-Leninist) (Liberation)
109,Daraundha,313947,157705,3,Rohit Kumar Anurag Alias Bhola Ji,10299,6.5,Independent
109,Daraundha,313947,157705,4,Laichi Bansafor,3676,2.3,Independent
109,Daraundha,313947,157705,5,Shailendra Kumar Yadav,3453,2.2,Jan Adhikar Party (Loktantrik)
109,Daraundha,313947,157705,6,Kaushlendra Singh Alias K.K. Singh,3004,1.9,Independent
109,Daraundha,313947,157705,7,Anand Kumar Singh,2019,1.3,Jai Maha Bharath Party
109,Daraundha,313947,157705,8,Rajesh Giri,1083,0.7,Independent
109,Daraundha,313947,157705,9,Ajeet Kumar Alias Bihari Lal,594,0.4,Independent
109,Daraundha,313947,157705,10,Bebi Pandey,535,0.3,Bhartiya Lok Nayak Party
109,Daraundha,313947,157705,11,Rama Ganesh Shyam,494,0.3,Suheldev Bharatiya Samaj Party
110,Barharia,292659,168277,1,Bachcha Pandey,71793,42.7,Rashtriya Janata Dal
110,Barharia,292659,168277,2,Shyambahadur Singh,68234,40.6,Janata Dal (United)
110,Barharia,292659,168277,3,Birbahadur Singh,5065,3.0,Lok Jan Shakti Party
110,Barharia,292659,168277,4,Bandana Devi,4837,2.9,Rashtriya Lok Samta Party
110,Barharia,292659,168277,5,Muzaffer Imam,3312,2.0,Independent
110,Barharia,292659,168277,6,Ranjeet Kumar Singh,3005,1.8,Independent
110,Barharia,292659,168277,7,Dr. Ashraf Ali,2710,1.6,Independent
110,Barharia,292659,168277,8,Rizwan Ahmad,2699,1.6,Independent
110,Barharia,292659,168277,9,Anil Kumar Giri,1597,1.0,Independent
110,Barharia,292659,168277,10,Mantu Kumar,1505,0.9,Independent
110,Barharia,292659,168277,11,Ashok Kumar Kushwaha,1211,0.7,Apna Kisan Party
110,Barharia,292659,168277,12,Mumtaj Alam,894,0.5,Bhartiya Panchyat Party
110,Barharia,292659,168277,13,Md. Tausif,851,0.5,Independent
110,Barharia,292659,168277,14,Umesh Kumar Singh,564,0.3,Independent
111,Goriakothi,318525,190220,1,Devesh Kant Singh,87368,45.9,Bharatiya Janta Party
111,Goriakothi,318525,190220,2,Nutan Devi,75477,39.7,Rashtriya Janata Dal
111,Goriakothi,318525,190220,3,Aravind Kumar Singh,5223,2.8,Independent
111,Goriakothi,318525,190220,4,Ashok Kumar Varma,4104,2.2,Independent
111,Goriakothi,318525,190220,5,Kaunain Ahamad,3136,1.7,Independent
111,Goriakothi,318525,190220,6,Anup Kumar Tewari,2377,1.3,Independent
111,Goriakothi,318525,190220,7,Premchand Singh,1767,0.9,Jan Adhikar Party (Loktantrik)
111,Goriakothi,318525,190220,8,Satyadeo Prasad Singh,1683,0.9,Rashtriya Lok Samta Party
111,Goriakothi,318525,190220,9,Jawaher Sah,1585,0.8,Independent
111,Goriakothi,318525,190220,10,Tribhuwan Ram,1397,0.7,Independent
111,Goriakothi,318525,190220,11,Ravindra Pandey,920,0.5,Nationalist Congress Party
111,Goriakothi,318525,190220,12,Shekh Imam Hussain,681,0.4,Independent
111,Goriakothi,318525,190220,13,Parmod Rai,672,0.4,Janata Party
111,Goriakothi,318525,190220,14,Vinay Kumar Bhardwaj,561,0.3,Jawan Kisan Morcha
111,Goriakothi,318525,190220,15,Dharambeer Singh,544,0.3,Independent
111,Goriakothi,318525,190220,16,Sanjay Singh,435,0.2,Rashtrawadi Janlok Party (Satya)
111,Goriakothi,318525,190220,17,Ramayan Singh,377,0.2,All India Forward Bloc
111,Goriakothi,318525,190220,18,Jitesh Kumar Singh,327,0.2,The Plurals Party
